HEX , NAME
00205B34 , Crystal Rotten Ghru Sword
00205B98 , Fire Rotten Ghru Sword
00205BFC , Chaos Rotten Ghru Sword
00205C60 , Lightning Rotten Ghru Sword
00205CC4 , Deep Rotten Ghru Sword
00205D28 , Dark Rotten Ghru Sword
00205D8C , Poison Rotten Ghru Sword
00205DF0 , Blood Rotten Ghru Sword
00205E54 , Raw Rotten Ghru Sword
00205EB8 , Blessed Rotten Ghru Sword
00205F1C , Hollow Rotten Ghru Sword
0020A760 , Irithyll Straight Sword
0020F580 , Cleric's Candlestick
002143A0 , Morion Blade
002191C0 , Astora Straight Sword
00219224 , Heavy Astora Sword
00219288 , Sharp Astora Sword
002192EC , Refined Astora Sword
00219350 , Simple Astora Sword
002193B4 , Crystal Astora Sword
00219418 , Fire Astora Sword
0021947C , Chaos Astora Sword
002194E0 , Lightning Astora Sword
00219544 , Deep Astora Sword
002195A8 , Dark Astora Sword
0021960C , Poison Astora Sword
00219670 , Blood Astora Sword
002196D4 , Raw Astora Sword
00219738 , Blessed Astora Sword
0021979C , Hollow Astora Sword
0021B8D0 , Barbed Straight Sword
0021B934 , Heavy Barbed Sword
0021B998 , Sharp Barbed Sword
0021B9FC , Refined Barbed Sword
0021BA60 , Simple Barbed Sword
0021BAC4 , Crystal Barbed Sword
0021BB28 , Fire Barbed Sword
0021BB8C , Chaos Barbed Sword
0021BBF0 , Lightning Barbed Sword
0021BC54 , Deep Barbed Sword
0021BCB8 , Dark Barbed Sword
0021BD1C , Poison Barbed Sword
0021BD80 , Blood Barbed Sword
0021BDE4 , Raw Barbed Sword
0021BE48 , Blessed Barbed Sword
0021BEAC , Hollow Barbed Sword
0021DFE0 , Executioner's Greatsword
002206F0 , Anri's Straight Sword
002DC6C0 , Estoc
002DC724 , Heavy Estoc
002DC788 , Sharp Estoc
002DC7EC , Refined Estoc
002DC850 , Simple Estoc
002DC8B4 , Crystal Estoc
002DC918 , Fire Estoc
002DC97C , Chaos Estoc
002DC9E0 , Lightning Estoc
002DCA44 , Deep Estoc
002DCAA8 , Dark Estoc
002DCB0C , Poison Estoc
002DCB70 , Blood Estoc
002DCBD4 , Raw Estoc
002DCC38 , Blessed Estoc
002DCC9C , Hollow Estoc
002DEDD0 , Mail Breaker
002DEE34 , Heavy Mail Breaker
002DEE98 , Sharp Mail Breaker
002DEEFC , Refined Mail Breaker
002DEF60 , Simple Mail Breaker
002DEFC4 , Crystal Mail Breaker
002DF028 , Fire Mail Breaker
002DF08C , Chaos Mail Breaker
002DF0F0 , Lightning Mail Breaker
002DF154 , Deep Mail Breaker
002DF1B8 , Dark Mail Breaker
002DF21C , Poison Mail Breaker
002DF280 , Blood Mail Breaker
002DF2E4 , Raw Mail Breaker
002DF348 , Blessed Mail Breaker
002DF3AC , Hollow Mail Breaker
002E14E0 , Rapier
002E1544 , Heavy Rapier
002E15A8 , Sharp Rapier
002E160C , Refined Rapier
002E1670 , Simple Rapier
002E16D4 , Crystal Rapier
002E1738 , Fire Rapier
002E179C , Chaos Rapier
002E1800 , Lightning Rapier
002E1864 , Deep Rapier
002E18C8 , Dark Rapier
002E192C , Poison Rapier
002E1990 , Blood Rapier
002E19F4 , Raw Rapier
002E1A58 , Blessed Rapier
002E1ABC , Hollow Rapier
002E3BF0 , Ricard's Rapier
002E3C54 , Ricard's Heavy Rapier
002E3CB8 , Ricard's Sharp Rapier
002E3D1C , Ricard's Refined Rapier
002E3D80 , Ricard's Simple Rapier
002E3DE4 , Ricard's Crystal Rapier
002E3E48 , Ricard's Fire Rapier
002E3EAC , Ricard's Chaos Rapier
002E3F10 , Ricard's Lightning Rapier
002E3F74 , Ricard's Deep Rapier
002E3FD8 , Ricard's Dark Rapier
002E403C , Ricard's Poison Rapier
002E40A0 , Ricard's Blood Rapier
002E4104 , Ricard's Raw Rapier
002E4168 , Ricard's Blessed Rapier
002E41CC , Ricard's Hollow Rapier
002E6300 , Crystal Sage's Rapier
002E8A10 , Irithyll Rapier
003D3010 , Shotel
003D3074 , Heavy Shotel
003D30D8 , Sharp Shotel
003D313C , Refined Shotel
003D31A0 , Simple Shotel
003D3204 , Crystal Shotel
003D3268 , Fire Shotel
003D32CC , Chaos Shotel
003D3330 , Lightning Shotel
003D3394 , Deep Shotel
003D33F8 , Dark Shotel
003D345C , Poison Shotel
003D34C0 , Blood Shotel
003D3524 , Raw Shotel
003D3588 , Blessed Shotel
003D35EC , Hollow Shotel
003D7E30 , Scimitar
003D7E94 , Heavy Scimitar
003D7EF8 , Sharp Scimitar
003D7F5C , Refined Scimitar
003D7FC0 , Simple Scimitar
003D8024 , Crystal Scimitar
003D8088 , Fire Scimitar
003D80EC , Chaos Scimitar
003D8150 , Lightning Scimitar
003D81B4 , Deep Scimitar
003D8218 , Dark Scimitar
003D827C , Poison Scimitar
003D82E0 , Blood Scimitar
003D8344 , Raw Scimitar
003D83A8 , Blessed Scimitar
003D840C , Hollow Scimitar
003DA540 , Falchion
003DA5A4 , Heavy Falchion
003DA608 , Sharp Falchion
003DA66C , Refined Falchion
003DA6D0 , Simple Falchion
003DA734 , Crystal Falchion
003DA798 , Fire Falchion
003DA7FC , Chaos Falchion
003DA860 , Lightning Falchion
003DA8C4 , Deep Falchion
003DA928 , Dark Falchion
003DA98C , Poison Falchion
003DA9F0 , Blood Falchion
003DAA54 , Raw Falchion
003DAAB8 , Blessed Falchion
003DAB1C , Hollow Falchion
003DCC50 , Carthus Curved Sword
003DCCB4 , Heavy Carthus Sword
003DCD18 , Sharp Carthus Sword
003DCD7C , Refined Carthus Sword
003DCDE0 , Simple Carthus Sword
003DCE44 , Crystal Carthus Sword
003DCEA8 , Fire Carthus Sword
003DCF0C , Chaos Carthus Sword
003DCF70 , Lightning Carthus Sword
003DCFD4 , Deep Carthus Sword
003DD038 , Dark Carthus Sword
003DD09C , Poison Carthus Sword
003DD100 , Blood Carthus Sword
003DD164 , Raw Carthus Sword
003DD1C8 , Blessed Carthus Sword
003DD22C , Hollow Carthus Sword
003DF360 , Carthus Curved Greatsword
003DF3C4 , Heavy Carthus Greatsword
003DF428 , Sharp Carthus Greatsword
003DF48C , Refined Carthus Greatsword
003DF4F0 , Simple Carthus Greatsword
003DF554 , Crystal Carthus Greatsword
003DF5B8 , Fire Carthus Greatsword
003DF61C , Chaos Carthus Greatsword
003DF680 , Lightning Carthus Greatsword
003DF6E4 , Deep Carthus Greatsword
003DF748 , Dark Carthus Greatsword
003DF7AC , Poison Carthus Greatsword
003DF810 , Blood Carthus Greatsword
003DF874 , Raw Carthus Greatsword
003DF8D8 , Blessed Carthus Greatsword
003DF93C , Hollow Carthus Greatsword
003E1A70 , Pontiff Knight Curved Sword
003E4180 , Storm Curved Sword
003E6890 , Painting Guardian's Curved Sword
003E68F4 , Painting Guardian's Heavy Sword
003E6958 , Painting Guardian's Sharp Sword
003E69BC , Painting Guardian's Refined Sword
003E6A20 , Painting Guardian's Simple Sword
003E6A84 , Painting Guardian's Crystal Sword
003E6AE8 , Painting Guardian's Fire Sword
003E6B4C , Painting Guardian's Chaos Sword
003E6BB0 , Painting Guardian's Lightning Sword
003E6C14 , Painting Guardian's Deep Sword
003E6C78 , Painting Guardian's Dark Sword
003E6CDC , Painting Guardian's Poison Sword
003E6D40 , Painting Guardian's Blood Sword
003E6DA4 , Painting Guardian's Raw Sword
003E6E08 , Painting Guardian's Blessed Sword
003E6E6C , Painting Guardian's Hollow Sword
003E8FA0 , Crescent Moon Sword
003EB6B0 , Carthus Shotel
003EB714 , Heavy Carthus Shotel
003EB778 , Sharp Carthus Shotel
003EB7DC , Refined Carthus Shotel
003EB840 , Simple Carthus Shotel
003EB8A4 , Crystal Carthus Shotel
003EB908 , Fire Carthus Shotel
003EB96C , Chaos Carthus Shotel
003EB9D0 , Lightning Carthus Shotel
003EBA34 , Deep Carthus Shotel
003EBA98 , Dark Carthus Shotel
003EBAFC , Poison Carthus Shotel
003EBB60 , Blood Carthus Shotel
003EBBC4 , Raw Carthus Shotel
003EBC28 , Blessed Carthus Shotel
003EBC8C , Hollow Carthus Shotel
004C4B40 , Uchigatana
004C4BA4 , Heavy Uchigatana
004C4C08 , Sharp Uchigatana
004C4C6C , Refined Uchigatana
004C4CD0 , Simple Uchigatana
004C4D34 , Crystal Uchigatana
004C4D98 , Fire Uchigatana
004C4DFC , Chaos Uchigatana
004C4E60 , Lightning Uchigatana
004C4EC4 , Deep Uchigatana
004C4F28 , Dark Uchigatana
004C4F8C , Poison Uchigatana
004C4FF0 , Blood Uchigatana
004C5054 , Raw Uchigatana
004C50B8 , Blessed Uchigatana
004C511C , Hollow Uchigatana
004C7250 , Washing Pole
004C72B4 , Heavy Washing Pole
004C7318 , Sharp Washing Pole
004C737C , Refined Washing Pole
004C73E0 , Simple Washing Pole
004C7444 , Crystal Washing Pole
004C74A8 , Fire Washing Pole
004C750C , Chaos Washing Pole
004C7570 , Lightning Washing Pole
004C75D4 , Deep Washing Pole
004C7638 , Dark Washing Pole
004C769C , Poison Washing Pole
004C7700 , Blood Washing Pole
004C7764 , Raw Washing Pole
004C77C8 , Blessed Washing Pole
004C782C , Hollow Washing Pole
004C9960 , Chaos Blade
004CC070 , Black Blade
004CC0D4 , Heavy Black Blade
004CC138 , Sharp Black Blade
004CC19C , Refined Black Blade
004CC200 , Simple Black Blade
004CC264 , Crystal Black Blade
004CC2C8 , Fire Black Blade
004CC32C , Chaos Black Blade
004CC390 , Lightning Black Blade
004CC3F4 , Deep Black Blade
004CC458 , Dark Black Blade
004CC4BC , Poison Black Blade
004CC520 , Blood Black Blade
004CC584 , Raw Black Blade
004CC5E8 , Blessed Black Blade
004CC64C , Hollow Black Blade
004CE780 , Bloodlust
004D0E90 , Darkdrift
005B8D80 , Bastard Sword
005B8DE4 , Heavy Bastard Sword
005B8E48 , Sharp Bastard Sword
005B8EAC , Refined Bastard Sword
005B8F10 , Simple Bastard Sword
005B8F74 , Crystal Bastard Sword
005B8FD8 , Fire Bastard Sword
005B903C , Chaos Bastard Sword
005B90A0 , Lightning Bastard Sword
005B9104 , Deep Bastard Sword
005B9168 , Dark Bastard Sword
005B91CC , Poison Bastard Sword
005B9230 , Blood Bastard Sword
005B9294 , Raw Bastard Sword
005B92F8 , Blessed Bastard Sword
005B935C , Hollow Bastard Sword
005BDBA0 , Claymore
005BDC04 , Heavy Claymore
005BDC68 , Sharp Claymore
005BDCCC , Refined Claymore
005BDD30 , Simple Claymore
005BDD94 , Crystal Claymore
005BDDF8 , Fire Claymore
005BDE5C , Chaos Claymore
005BDEC0 , Lightning Claymore
005BDF24 , Deep Claymore
005BDF88 , Dark Claymore
005BDFEC , Poison Claymore
005BE050 , Blood Claymore
005BE0B4 , Raw Claymore
005BE118 , Blessed Claymore
005BE17C , Hollow Claymore
005C29C0 , Zweihander
005C2A24 , Heavy Zweihander
005C2A88 , Sharp Zweihander
005C2AEC , Refined Zweihander
005C2B50 , Simple Zweihander
005C2BB4 , Crystal Zweihander
005C2C18 , Fire Zweihander
005C2C7C , Chaos Zweihander
005C2CE0 , Lightning Zweihander
005C2D44 , Deep Zweihander
005C2DA8 , Dark Zweihander
005C2E0C , Poison Zweihander
005C2E70 , Blood Zweihander
005C2ED4 , Raw Zweihander
005C2F38 , Blessed Zweihander
005C2F9C , Hollow Zweihander
005C50D0 , Greatsword
005C5134 , Heavy Greatsword
005C5198 , Sharp Greatsword
005C51FC , Refined Greatsword
005C5260 , Simple Greatsword
005C52C4 , Crystal Greatsword
005C5328 , Fire Greatsword
005C538C , Chaos Greatsword
005C53F0 , Lightning Greatsword
005C5454 , Deep Greatsword
005C54B8 , Dark Greatsword
005C551C , Poison Greatsword
005C5580 , Blood Greatsword
005C55E4 , Raw Greatsword
005C5648 , Blessed Greatsword
005C56AC , Hollow Greatsword
005C9EF0 , Astora Greatsword
005C9F54 , Heavy Astora Greatsword
005C9FB8 , Sharp Astora Greatsword
005CA01C , Refined Astora Greatsword
005CA080 , Simple Astora Greatsword
005CA0E4 , Crystal Astora Greatsword
005CA148 , Fire Astora Greatsword
005CA1AC , Chaos Astora Greatsword
005CA210 , Lightning Astora Greatsword
005CA274 , Deep Astora Greatsword
005CA2D8 , Dark Astora Greatsword
005CA33C , Poison Astora Greatsword
005CA3A0 , Blood Astora Greatsword
005CA404 , Raw Astora Greatsword
005CA468 , Blessed Astora Greatsword
005CA4CC , Hollow Astora Greatsword
005CC600 , Murakumo
005CC664 , Heavy Murakumo
005CC6C8 , Sharp Murakumo
005CC72C , Refined Murakumo
005CC790 , Simple Murakumo
005CC7F4 , Crystal Murakumo
005CC858 , Fire Murakumo
005CC8BC , Chaos Murakumo
005CC920 , Lightning Murakumo
005CC984 , Deep Murakumo
005CC9E8 , Dark Murakumo
005CCA4C , Poison Murakumo
005CCAB0 , Blood Murakumo
005CCB14 , Raw Murakumo
005CCB78 , Blessed Murakumo
005CCBDC , Hollow Murakumo
005D1420 , Lothric Knight Greatsword
005D1484 , Heavy Lothric Greatsword
005D14E8 , Sharp Lothric Greatsword
005D154C , Refined Lothric Greatsword
005D15B0 , Simple Lothric Greatsword
005D1614 , Crystal Lothric Greatsword
005D1678 , Fire Lothric Greatsword
005D16DC , Chaos Lothric Greatsword
005D1740 , Lightning Lothric Greatsword
005D17A4 , Deep Lothric Greatsword
005D1808 , Dark Lothric Greatsword
005D186C , Poison Lothric Greatsword
005D18D0 , Blood Lothric Greatsword
005D1934 , Raw Lothric Greatsword
005D1998 , Blessed Lothric Greatsword
005D19FC , Hollow Lothric Greatsword
005D8950 , Black Knight Greatsword
005DB060 , Flamberge
005DB0C4 , Heavy Flamberge
005DB128 , Sharp Flamberge
005DB18C , Refined Flamberge
005DB1F0 , Simple Flamberge
005DB254 , Crystal Flamberge
005DB2B8 , Fire Flamberge
005DB31C , Chaos Flamberge
005DB380 , Lightning Flamberge
005DB3E4 , Deep Flamberge
005DB448 , Dark Flamberge
005DB4AC , Poison Flamberge
005DB510 , Blood Flamberge
005DB574 , Raw Flamberge
005DB5D8 , Blessed Flamberge
005DB63C , Hollow Flamberge
005DD770 , Exile Greatsword
005DD7D4 , Heavy Exile Greatsword
005DD838 , Sharp Exile Greatsword
005DD89C , Refined Exile Greatsword
005DD900 , Simple Exile Greatsword
005DD964 , Crystal Exile Greatsword
005DD9C8 , Fire Exile Greatsword
005DDA2C , Chaos Exile Greatsword
005DDA90 , Lightning Exile Greatsword
005DDAF4 , Deep Exile Greatsword
005DDB58 , Dark Exile Greatsword
005DDBBC , Poison Exile Greatsword
005DDC20 , Blood Exile Greatsword
005DDC84 , Raw Exile Greatsword
005DDCE8 , Blessed Exile Greatsword
005DDD4C , Hollow Exile Greatsword
005E2590 , Greatsword of Judgment
005E4CA0 , Profaned Greatsword
005E73B0 , Cathedral Knight Greatsword
005E7414 , Heavy Cathedral Greatsword
005E7478 , Sharp Cathedral Greatsword
005E74DC , Refined Cathedral Greatsword
005E7540 , Simple Cathedral Greatsword
005E75A4 , Crystal Cathedral Greatsword
005E7608 , Fire Cathedral Greatsword
005E766C , Chaos Cathedral Greatsword
005E76D0 , Lightning Cathedral Greatsword
005E7734 , Deep Cathedral Greatsword
005E7798 , Dark Cathedral Greatsword
005E77FC , Poison Cathedral Greatsword
005E7860 , Blood Cathedral Greatsword
005E78C4 , Raw Cathedral Greatsword
005E7928 , Blessed Cathedral Greatsword
005E798C , Hollow Cathedral Greatsword
005E9AC0 , Farron Greatsword
005F0FF0 , Yhorm's Great Machete
005F3700 , Dark Sword
005F3764 , Heavy Dark Sword
005F37C8 , Sharp Dark Sword
005F382C , Refined Dark Sword
005F3890 , Simple Dark Sword
005F38F4 , Crystal Dark Sword
005F3958 , Fire Dark Sword
005F39BC , Chaos Dark Sword
005F3A20 , Lightning Dark Sword
005F3A84 , Deep Dark Sword
005F3AE8 , Reinforced Dark Sword
005F3B4C , Poison Dark Sword
005F3BB0 , Blood Dark Sword
005F3C14 , Raw Dark Sword
005F3C78 , Blessed Dark Sword
005F3CDC , Hollow Dark Sword
005F5E10 , Black Knight Sword
005F8520 , Lorian's Greatsword
005FAC30 , Twin Princes' Greatsword
005FD340 , Lothric's Holy Sword
005FFA50 , Wolnir's Holy Sword
00602160 , Wolf Knight's Greatsword
0060216A , Greatsword of Artorias
00604870 , Hollowslayer Greatsword
00606F80 , Moonlight Greatsword
00609690 , Drakeblood Greatsword
006096F4 , Heavy Drakeblood Greatsword
00609758 , Sharp Drakeblood Greatsword
006097BC , Refined Drakeblood Greatsword
00609820 , Simple Drakeblood Greatsword
00609884 , Crystal Drakeblood Greatsword
006098E8 , Fire Drakeblood Greatsword
0060994C , Chaos Drakeblood Greatsword
006099B0 , Lightning Drakeblood Greatsword
00609A14 , Deep Drakeblood Greatsword
00609A78 , Dark Drakeblood Greatsword
00609ADC , Poison Drakeblood Greatsword
00609B40 , Blood Drakeblood Greatsword
00609BA4 , Raw Drakeblood Greatsword
00609C08 , Blessed Drakeblood Greatsword
00609C6C , Hollow Drakeblood Greatsword
0060BDA0 , Firelink Greatsword
0060E4B0 , Fume Ultra Greatsword
00610BC0 , Old Wolf Curved Sword
006132D0 , Storm Ruler
006ACFC0 , Hand Axe
006AD024 , Heavy Hand Axe
006AD088 , Sharp Hand Axe
006AD0EC , Refined Hand Axe
006AD150 , Simple Hand Axe
006AD1B4 , Crystal Hand Axe
006AD218 , Fire Hand Axe
006AD27C , Chaos Hand Axe
006AD2E0 , Lightning Hand Axe
006AD344 , Deep Hand Axe
006AD3A8 , Dark Hand Axe
006AD40C , Poison Hand Axe
006AD470 , Blood Hand Axe
006AD4D4 , Raw Hand Axe
006AD538 , Blessed Hand Axe
006AD59C , Hollow Hand Axe
006AF6D0 , Battle Axe
006AF734 , Heavy Battle Axe
006AF798 , Sharp Battle Axe
006AF7FC , Refined Battle Axe
006AF860 , Simple Battle Axe
006AF8C4 , Crystal Battle Axe
006AF928 , Fire Battle Axe
006AF98C , Chaos Battle Axe
006AF9F0 , Lightning Battle Axe
006AFA54 , Deep Battle Axe
006AFAB8 , Dark Battle Axe
006AFB1C , Poison Battle Axe
006AFB80 , Blood Battle Axe
006AFBE4 , Raw Battle Axe
006AFC48 , Blessed Battle Axe
006AFCAC , Hollow Battle Axe
006B1DE0 , Brigand Axe
006B1E44 , Heavy Brigand Axe
006B1EA8 , Sharp Brigand Axe
006B1F0C , Refined Brigand Axe
006B1F70 , Simple Brigand Axe
006B1FD4 , Crystal Brigand Axe
006B2038 , Fire Brigand Axe
006B209C , Chaos Brigand Axe
006B2100 , Lightning Brigand Axe
006B2164 , Deep Brigand Axe
006B21C8 , Dark Brigand Axe
006B222C , Poison Brigand Axe
006B2290 , Blood Brigand Axe
006B22F4 , Raw Brigand Axe
006B2358 , Blessed Brigand Axe
006B23BC , Hollow Brigand Axe
006B6C00 , Crescent Axe
006B6C64 , Heavy Crescent Axe
006B6CC8 , Sharp Crescent Axe
006B6D2C , Refined Crescent Axe
006B6D90 , Simple Crescent Axe
006B6DF4 , Crystal Crescent Axe
006B6E58 , Fire Crescent Axe
006B6EBC , Chaos Crescent Axe
006B6F20 , Lightning Crescent Axe
006B6F84 , Deep Crescent Axe
006B6FE8 , Dark Crescent Axe
006B704C , Poison Crescent Axe
006B70B0 , Blood Crescent Axe
006B7114 , Raw Crescent Axe
006B7178 , Blessed Crescent Axe
006B71DC , Hollow Crescent Axe
006B9310 , Greataxe
006B9374 , Heavy Greataxe
006B93D8 , Sharp Greataxe
006B943C , Refined Greataxe
006B94A0 , Simple Greataxe
006B9504 , Crystal Greataxe
006B9568 , Fire Greataxe
006B95CC , Chaos Greataxe
006B9630 , Lightning Greataxe
006B9694 , Deep Greataxe
006B96F8 , Dark Greataxe
006B975C , Poison Greataxe
006B97C0 , Blood Greataxe
006B9824 , Raw Greataxe
006B9888 , Blessed Greataxe
006B98EC , Hollow Greataxe
006BE130 , Butcher Knife
006C0840 , Dragonslayer's Axe
006C08A4 , Heavy Dragonslayer's Axe
006C0908 , Sharp Dragonslayer's Axe
006C096C , Refined Dragonslayer's Axe
006C09D0 , Simple Dragonslayer's Axe
006C0A34 , Crystal Dragonslayer's Axe
006C0A98 , Fire Dragonslayer's Axe
006C0AFC , Chaos Dragonslayer's Axe
006C0B60 , Lightning Dragonslayer's Axe
006C0BC4 , Deep Dragonslayer's Axe
006C0C28 , Dark Dragonslayer's Axe
006C0C8C , Poison Dragonslayer's Axe
006C0CF0 , Blood Dragonslayer's Axe
006C0D54 , Raw Dragonslayer's Axe
006C0DB8 , Blessed Dragonslayer's Axe
006C0E1C , Hollow Dragonslayer's Axe
006C5660 , Thrall Axe
006C56C4 , Heavy Thrall Axe
006C5728 , Sharp Thrall Axe
006C578C , Refined Thrall Axe
006C57F0 , Simple Thrall Axe
006C5854 , Crystal Thrall Axe
006C58B8 , Fire Thrall Axe
006C591C , Chaos Thrall Axe
006C5980 , Lightning Thrall Axe
006C59E4 , Deep Thrall Axe
006C5A48 , Dark Thrall Axe
006C5AAC , Poison Thrall Axe
006C5B10 , Blood Thrall Axe
006C5B74 , Raw Thrall Axe
006C5BD8 , Blessed Thrall Axe
006C5C3C , Hollow Thrall Axe
006C7D70 , Dragonslayer Greataxe
006CA480 , Demon's Greataxe
